Source;Target;Relationship type;Pääluokka;Alaluokka;Tapaus_ID
2281;2236;2–2;Maanhallinta ja nautinta;Kalastusvedet ja kalastamot;52
3090;493;1–4;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);53
3090;2184;1–4;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);53
3090;3387;1–4;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);53
3090;586;1–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);53
3090;3386;1–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);53
493;2184;4–4;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);53
493;3387;4–4;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);53
493;586;4–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);53
493;3386;4–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);53
2184;3387;4–4;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);53
2184;586;4–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);53
2184;3386;4–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);53
3387;586;4–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);53
3387;3386;4–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);53
586;3386;2–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);53
2444;2474;1–3;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);54
2444;2312;1–3;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);54
2474;2312;3–3;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);54
3090;2229;1–1;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;58
3090;455;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;58
3090;2028;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;58
3090;2203;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;58
2229;455;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;58
2229;2028;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;58
2229;2203;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;58
455;2028;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;58
455;2203;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;58
2028;2203;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;58
441;1411;1–5;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);59
441;2663;1–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);59
1411;2663;5–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);59
461;2095;1–2;Hallinto- ja ilmoitusasiat;Muut hallinto- ja ilmoitusasiat;60
461;2058;1–2;Hallinto- ja ilmoitusasiat;Muut hallinto- ja ilmoitusasiat;60
2095;2058;2–2;Hallinto- ja ilmoitusasiat;Muut hallinto- ja ilmoitusasiat;60
2513;552;1–5;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);61
2513;1747;1–4;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);61
2513;2510;1–4;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);61
2513;1474;1–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);61
2513;2255;1–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);61
552;1747;5–4;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);61
552;2510;5–4;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);61
552;1474;5–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);61
552;2255;5–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);61
1747;2510;4–4;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);61
1747;1474;4–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);61
1747;2255;4–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);61
2510;1474;4–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);61
2510;2255;4–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);61
1474;2255;2–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);61
468;455;1–1;Vahingonkorvaukset;Vahingossa syntyneet tulipalot;62
468;258;1–1;Vahingonkorvaukset;Vahingossa syntyneet tulipalot;62
468;871;1–3;Vahingonkorvaukset;Vahingossa syntyneet tulipalot;62
468;1210;1–3;Vahingonkorvaukset;Vahingossa syntyneet tulipalot;62
468;2981;1–2;Vahingonkorvaukset;Vahingossa syntyneet tulipalot;62
455;258;1–1;Vahingonkorvaukset;Vahingossa syntyneet tulipalot;62
455;871;1–3;Vahingonkorvaukset;Vahingossa syntyneet tulipalot;62
455;1210;1–3;Vahingonkorvaukset;Vahingossa syntyneet tulipalot;62
455;2981;1–2;Vahingonkorvaukset;Vahingossa syntyneet tulipalot;62
258;871;1–3;Vahingonkorvaukset;Vahingossa syntyneet tulipalot;62
258;1210;1–3;Vahingonkorvaukset;Vahingossa syntyneet tulipalot;62
258;2981;1–2;Vahingonkorvaukset;Vahingossa syntyneet tulipalot;62
871;1210;3–3;Vahingonkorvaukset;Vahingossa syntyneet tulipalot;62
871;2981;3–2;Vahingonkorvaukset;Vahingossa syntyneet tulipalot;62
1210;2981;3–2;Vahingonkorvaukset;Vahingossa syntyneet tulipalot;62
2510;2155;1–2;Maanhallinta ja nautinta;Muu hallinta ja nautinta;63
786;2688;5–2;Muut rikokset;Käräjämoite/käräjäjuopumus;64
786;2688;1–2;Maanhallinta ja nautinta;Muu hallinta ja nautinta;65
2156;2497;1–1;Hallinto- ja ilmoitusasiat;Verotus;67
2156;117;1–1;Hallinto- ja ilmoitusasiat;Verotus;67
2497;117;1–1;Hallinto- ja ilmoitusasiat;Verotus;67
1468;805;1–5;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);68
1468;122;1–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);68
805;122;5–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);68
455;871;3–3;Verorästit;Alaluokka_Verorästit;1915
455;2631;3–3;Verorästit;Alaluokka_Verorästit;1915
455;2723;3–3;Verorästit;Alaluokka_Verorästit;1915
455;2752;3–2;Verorästit;Alaluokka_Verorästit;1915
455;2089;3–2;Verorästit;Alaluokka_Verorästit;1915
871;2631;3–3;Verorästit;Alaluokka_Verorästit;1915
871;2723;3–3;Verorästit;Alaluokka_Verorästit;1915
871;2752;3–2;Verorästit;Alaluokka_Verorästit;1915
871;2089;3–2;Verorästit;Alaluokka_Verorästit;1915
2631;2723;3–3;Verorästit;Alaluokka_Verorästit;1915
2631;2752;3–2;Verorästit;Alaluokka_Verorästit;1915
2631;2089;3–2;Verorästit;Alaluokka_Verorästit;1915
2723;2752;3–2;Verorästit;Alaluokka_Verorästit;1915
2723;2089;3–2;Verorästit;Alaluokka_Verorästit;1915
2752;2089;2–2;Verorästit;Alaluokka_Verorästit;1915
455;871;3–3;Verorästit;Alaluokka_Verorästit;1916
455;2631;3–3;Verorästit;Alaluokka_Verorästit;1916
455;2723;3–3;Verorästit;Alaluokka_Verorästit;1916
455;2089;3–2;Verorästit;Alaluokka_Verorästit;1916
871;2631;3–3;Verorästit;Alaluokka_Verorästit;1916
871;2723;3–3;Verorästit;Alaluokka_Verorästit;1916
871;2089;3–2;Verorästit;Alaluokka_Verorästit;1916
2631;2723;3–3;Verorästit;Alaluokka_Verorästit;1916
2631;2089;3–2;Verorästit;Alaluokka_Verorästit;1916
2723;2089;3–2;Verorästit;Alaluokka_Verorästit;1916
455;871;3–3;Verorästit;Alaluokka_Verorästit;1917
455;2631;3–3;Verorästit;Alaluokka_Verorästit;1917
455;2723;3–3;Verorästit;Alaluokka_Verorästit;1917
455;1197;3–2;Verorästit;Alaluokka_Verorästit;1917
871;2631;3–3;Verorästit;Alaluokka_Verorästit;1917
871;2723;3–3;Verorästit;Alaluokka_Verorästit;1917
871;1197;3–2;Verorästit;Alaluokka_Verorästit;1917
2631;2723;3–3;Verorästit;Alaluokka_Verorästit;1917
2631;1197;3–2;Verorästit;Alaluokka_Verorästit;1917
2723;1197;3–2;Verorästit;Alaluokka_Verorästit;1917
455;871;3–3;Verorästit;Alaluokka_Verorästit;1918
455;2631;3–3;Verorästit;Alaluokka_Verorästit;1918
455;2723;3–3;Verorästit;Alaluokka_Verorästit;1918
455;1182;3–2;Verorästit;Alaluokka_Verorästit;1918
871;2631;3–3;Verorästit;Alaluokka_Verorästit;1918
871;2723;3–3;Verorästit;Alaluokka_Verorästit;1918
871;1182;3–2;Verorästit;Alaluokka_Verorästit;1918
2631;2723;3–3;Verorästit;Alaluokka_Verorästit;1918
2631;1182;3–2;Verorästit;Alaluokka_Verorästit;1918
2723;1182;3–2;Verorästit;Alaluokka_Verorästit;1918
455;871;3–3;Verorästit;Alaluokka_Verorästit;1920
455;2631;3–3;Verorästit;Alaluokka_Verorästit;1920
455;2723;3–3;Verorästit;Alaluokka_Verorästit;1920
455;1182;3–2;Verorästit;Alaluokka_Verorästit;1920
871;2631;3–3;Verorästit;Alaluokka_Verorästit;1920
871;2723;3–3;Verorästit;Alaluokka_Verorästit;1920
871;1182;3–2;Verorästit;Alaluokka_Verorästit;1920
2631;2723;3–3;Verorästit;Alaluokka_Verorästit;1920
2631;1182;3–2;Verorästit;Alaluokka_Verorästit;1920
2723;1182;3–2;Verorästit;Alaluokka_Verorästit;1920
2474;2599;1–5;Verorästit;Alaluokka_Verorästit;1938
2474;2631;1–4;Verorästit;Alaluokka_Verorästit;1938
2474;3090;1–4;Verorästit;Alaluokka_Verorästit;1938
2474;2028;1–4;Verorästit;Alaluokka_Verorästit;1938
2474;553;1–4;Verorästit;Alaluokka_Verorästit;1938
2474;1445;1–2;Verorästit;Alaluokka_Verorästit;1938
2599;2631;5–4;Verorästit;Alaluokka_Verorästit;1938
2599;3090;5–4;Verorästit;Alaluokka_Verorästit;1938
2599;2028;5–4;Verorästit;Alaluokka_Verorästit;1938
2599;553;5–4;Verorästit;Alaluokka_Verorästit;1938
2599;1445;5–2;Verorästit;Alaluokka_Verorästit;1938
2631;3090;4–4;Verorästit;Alaluokka_Verorästit;1938
2631;2028;4–4;Verorästit;Alaluokka_Verorästit;1938
2631;553;4–4;Verorästit;Alaluokka_Verorästit;1938
2631;1445;4–2;Verorästit;Alaluokka_Verorästit;1938
3090;2028;4–4;Verorästit;Alaluokka_Verorästit;1938
3090;553;4–4;Verorästit;Alaluokka_Verorästit;1938
3090;1445;4–2;Verorästit;Alaluokka_Verorästit;1938
2028;553;4–4;Verorästit;Alaluokka_Verorästit;1938
2028;1445;4–2;Verorästit;Alaluokka_Verorästit;1938
553;1445;4–2;Verorästit;Alaluokka_Verorästit;1938
871;2474;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
871;455;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
871;1790;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
871;2632;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
871;2028;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
871;3090;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
871;668;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
871;906;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
871;1086;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
871;1201;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
871;3261;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
871;2723;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
871;2751;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
871;2523;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
871;384;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
2474;455;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
2474;1790;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
2474;2632;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
2474;2028;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
2474;3090;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
2474;668;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
2474;906;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
2474;1086;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
2474;1201;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
2474;3261;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
2474;2723;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
2474;2751;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
2474;2523;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
2474;384;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
455;1790;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
455;2632;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
455;2028;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
455;3090;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
455;668;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
455;906;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
455;1086;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
455;1201;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
455;3261;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
455;2723;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
455;2751;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
455;2523;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
455;384;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
1790;2632;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
1790;2028;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
1790;3090;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
1790;668;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
1790;906;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
1790;1086;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
1790;1201;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
1790;3261;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
1790;2723;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
1790;2751;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
1790;2523;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
1790;384;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
2632;2028;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
2632;3090;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
2632;668;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
2632;906;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
2632;1086;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
2632;1201;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
2632;3261;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
2632;2723;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
2632;2751;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
2632;2523;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
2632;384;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
2028;3090;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
2028;668;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
2028;906;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
2028;1086;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
2028;1201;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
2028;3261;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
2028;2723;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
2028;2751;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
2028;2523;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
2028;384;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
3090;668;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
3090;906;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
3090;1086;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
3090;1201;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
3090;3261;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
3090;2723;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
3090;2751;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
3090;2523;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
3090;384;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
668;906;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
668;1086;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
668;1201;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
668;3261;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
668;2723;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
668;2751;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
668;2523;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
668;384;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
906;1086;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
906;1201;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
906;3261;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
906;2723;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
906;2751;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
906;2523;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
906;384;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
1086;1201;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
1086;3261;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
1086;2723;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
1086;2751;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
1086;2523;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
1086;384;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
1201;3261;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
1201;2723;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
1201;2751;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
1201;2523;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
1201;384;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
3261;2723;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
3261;2751;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
3261;2523;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
3261;384;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
2723;2751;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
2723;2523;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
2723;384;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
2751;2523;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
2751;384;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
2523;384;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1939
455;871;1–3;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);1940
455;3090;1–3;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);1940
455;2030;1–3;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);1940
455;668;1–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);1940
871;3090;3–3;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);1940
871;2030;3–3;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);1940
871;668;3–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);1940
3090;2030;3–3;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);1940
3090;668;3–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);1940
2030;668;3–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);1940
1512;163;1–5;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1948
1512;2474;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1948
1512;2389;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1948
163;2474;5–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1948
163;2389;5–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1948
2474;2389;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1948
871;384;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1949
