Source;Target;Relationship type;Pääluokka;Alaluokka;Tapaus_ID
2631;2723;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2318
2523;836;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2318
2523;2971;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2318
2523;2723;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2318
836;2971;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2318
836;2723;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2318
2971;2723;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2318
1746;2579;1–2;Vahingonkorvaukset;Kotieläinten vahingot;2319
620;1086;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2320
3200;3377;1–1;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
3200;1121;1–1;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
3200;2523;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
3200;2058;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
3200;3261;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
3200;2723;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
3200;2971;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
3200;2047;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
3200;1639;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
3200;2631;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
3377;1121;1–1;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
3377;2523;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
3377;2058;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
3377;3261;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
3377;2723;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
3377;2971;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
3377;2047;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
3377;1639;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
3377;2631;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
1121;2523;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
1121;2058;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
1121;3261;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
1121;2723;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
1121;2971;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
1121;2047;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
1121;1639;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
1121;2631;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
2523;2058;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
2523;3261;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
2523;2723;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
2523;2971;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
2523;2047;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
2523;1639;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
2523;2631;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
2058;3261;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
2058;2723;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
2058;2971;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
2058;2047;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
2058;1639;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
2058;2631;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
3261;2723;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
3261;2971;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
3261;2047;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
3261;1639;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
3261;2631;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
2723;2971;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
2723;2047;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
2723;1639;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
2723;2631;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
2971;2047;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
2971;1639;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
2971;2631;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
2047;1639;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
2047;2631;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
1639;2631;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2321
1086;455;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2322
1086;1196;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2322
1086;873;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2322
1086;1796;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2322
1086;668;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2322
455;1196;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2322
455;873;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2322
455;1796;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2322
455;668;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2322
1196;873;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2322
1196;1796;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2322
1196;668;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2322
873;1796;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2322
873;668;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2322
1796;668;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2322
2018;141;1–5;Maanhallinta ja nautinta;Tilan tai tontin hallinta;2324
2018;2850;1–5;Maanhallinta ja nautinta;Tilan tai tontin hallinta;2324
2018;2742;1–2;Maanhallinta ja nautinta;Tilan tai tontin hallinta;2324
141;2850;5–5;Maanhallinta ja nautinta;Tilan tai tontin hallinta;2324
141;2742;5–2;Maanhallinta ja nautinta;Tilan tai tontin hallinta;2324
2850;2742;5–2;Maanhallinta ja nautinta;Tilan tai tontin hallinta;2324
912;1861;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2325
912;2850;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2325
912;1009;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2325
912;3200;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2325
912;2742;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2325
1861;2850;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2325
1861;1009;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2325
1861;3200;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2325
1861;2742;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2325
2850;1009;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2325
2850;3200;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2325
2850;2742;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2325
1009;3200;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2325
1009;2742;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2325
3200;2742;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2325
1438;2631;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2326
1438;2523;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2326
1438;1771;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2326
1438;3350;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2326
2631;2523;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2326
2631;1771;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2326
2631;3350;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2326
2523;1771;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2326
2523;3350;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2326
1771;3350;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2326
1014;3269;1–2;Haasteen laiminlyönti;Poissaolo käräjiltä;2327
2760;3200;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2328
871;1568;1–5;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2329
871;1086;1–4;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2329
871;1196;1–4;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2329
871;421;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2329
1568;1086;5–4;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2329
1568;1196;5–4;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2329
1568;421;5–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2329
1086;1196;4–4;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2329
1086;421;4–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2329
1196;421;4–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2329
1792;3261;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2330
1792;2523;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2330
1792;2862;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2330
1792;1746;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2330
3261;2523;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2330
3261;2862;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2330
3261;1746;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2330
2523;2862;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2330
2523;1746;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2330
2862;1746;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2330
1796;668;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2331
1796;301;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2331
1796;1196;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2331
1796;460;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2331
668;301;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2331
668;1196;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2331
668;460;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2331
301;1196;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2331
301;460;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2331
1196;460;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2331
443;441;1–2;Haasteen laiminlyönti;Poissaolo käräjiltä;2332
1771;2523;1–3;Perintö;Pesänjako, erojako;2333
1771;3261;1–3;Perintö;Pesänjako, erojako;2333
1771;1018;1–3;Perintö;Pesänjako, erojako;2333
1771;1753;1–2;Perintö;Pesänjako, erojako;2333
2523;3261;3–3;Perintö;Pesänjako, erojako;2333
2523;1018;3–3;Perintö;Pesänjako, erojako;2333
2523;1753;3–2;Perintö;Pesänjako, erojako;2333
3261;1018;3–3;Perintö;Pesänjako, erojako;2333
3261;1753;3–2;Perintö;Pesänjako, erojako;2333
1018;1753;3–2;Perintö;Pesänjako, erojako;2333
1541;2523;1–4;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2334
1541;2018;1–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2334
2523;2018;4–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2334
1548;1520;1–2;Haasteen laiminlyönti;Poissaolo käräjiltä;2335
2688;3283;1–4;Vahingonteot ja omavaltainen nautinta;Lieva vahingonteko;2336
2688;3167;1–2;Vahingonteot ja omavaltainen nautinta;Lieva vahingonteko;2336
3283;3167;4–2;Vahingonteot ja omavaltainen nautinta;Lieva vahingonteko;2336
2688;3167;1–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2337
3167;2688;1–2;Väkivalta;Pahoinpitely;2338
2709;3267;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2339
2710;3281;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2340
2710;2707;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2340
2710;3172;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2340
2710;2708;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2340
3281;2707;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2340
3281;3172;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2340
3281;2708;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2340
2707;3172;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2340
2707;2708;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2340
3172;2708;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2340
1747;2971;1–2;Vahingonteot ja omavaltainen nautinta;Muut omavaltaisuudet;2341
1489;2184;1–2;Haasteen laiminlyönti;Poissaolo käräjiltä;2342
3396;3367;1–5;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2343
3396;1771;1–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2343
3367;1771;5–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2343
3397;2523;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2344
3397;1196;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2344
3397;3261;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2344
3397;2111;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2344
2523;1196;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2344
2523;3261;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2344
2523;2111;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2344
1196;3261;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2344
1196;2111;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2344
3261;2111;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2344
2969;1470;1–1;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2345
2969;2978;1–1;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2345
2969;890;1–1;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2345
1470;2978;1–1;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2345
1470;890;1–1;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2345
2978;890;1–1;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2345
1677;1652;1–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2346
1612;3351;1–2;Perintö;Ilmoitus tai riita perinnöstä;2347
2707;3287;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2348
974;2713;1–2;Perintö;Ilmoitus tai riita perinnöstä;2349
2627;2597;1–2;Perintö;Ilmoitus tai riita perinnöstä;2350
2597;2638;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2351
2597;2523;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2351
2597;2723;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2351
2597;3261;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2351
2638;2523;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2351
2638;2723;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2351
2638;3261;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2351
2523;2723;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2351
2523;3261;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2351
2723;3261;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2351
955;668;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2352
955;1196;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2352
955;2238;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2352
668;1196;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2352
668;2238;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2352
1196;2238;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2352
3369;1621;1–2;Vahingonkorvaukset;Kotieläinten vahingot;2353
1996;2760;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2354
1996;455;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2354
1996;3261;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2354
1996;2664;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2354
2760;455;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2354
2760;3261;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2354
2760;2664;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2354
455;3261;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2354
455;2664;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2354
3261;2664;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2354
2971;3367;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2355
1377;689;1–2;Hallinto- ja ilmoitusasiat;Tilakauppojen kuulutukset ja ilmoitukset;2356
3272;2224;1–2;Haasteen laiminlyönti;Poissaolo käräjiltä;2357
1633;2292;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2358
1633;2971;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2358
1633;890;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2358
1633;2980;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2358
2292;2971;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2358
2292;890;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2358
2292;2980;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2358
2971;890;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2358
2971;2980;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2358
890;2980;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2358
845;1556;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2359
845;2523;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2359
845;1735;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2359
845;2723;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2359
1556;2523;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2359
1556;1735;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2359
1556;2723;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2359
2523;1735;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2359
2523;2723;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2359
1735;2723;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2359
651;2966;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2360
651;3398;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2360
651;1445;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2360
651;2862;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2360
2966;3398;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2360
2966;1445;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2360
2966;2862;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2360
3398;1445;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2360
3398;2862;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2360
1445;2862;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2360
1639;1026;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2361
1639;1652;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2361
1639;1657;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2361
1026;1652;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2361
1026;1657;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2361
1652;1657;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2361
3200;1018;1–5;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2364
3200;2760;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2364
3200;2752;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2364
1018;2760;5–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2364
1018;2752;5–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2364
2760;2752;2–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2364
871;1018;1–5;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2365
871;421;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2365
1018;421;5–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2365
1712;2004;1–1;Hallinto- ja ilmoitusasiat;Autiotilat;2366
628;871;1–5;Hallinto- ja ilmoitusasiat;Muut hallinto- ja ilmoitusasiat;2369
628;668;1–5;Hallinto- ja ilmoitusasiat;Muut hallinto- ja ilmoitusasiat;2369
628;539;1–2;Hallinto- ja ilmoitusasiat;Muut hallinto- ja ilmoitusasiat;2369
871;668;5–5;Hallinto- ja ilmoitusasiat;Muut hallinto- ja ilmoitusasiat;2369
871;539;5–2;Hallinto- ja ilmoitusasiat;Muut hallinto- ja ilmoitusasiat;2369
668;539;5–2;Hallinto- ja ilmoitusasiat;Muut hallinto- ja ilmoitusasiat;2369
2580;668;1–2;Verorästit;Alaluokka_Verorästit;2370
2352;2579;1–5;Kunnia;Aiheettomat syytökset;2371
2352;2578;1–5;Kunnia;Aiheettomat syytökset;2371
2352;2158;1–2;Kunnia;Aiheettomat syytökset;2371
2579;2578;5–5;Kunnia;Aiheettomat syytökset;2371
2579;2158;5–2;Kunnia;Aiheettomat syytökset;2371
2578;2158;5–2;Kunnia;Aiheettomat syytökset;2371
2280;1018;1–5;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2372
2280;643;1–5;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2372
2280;2966;1–5;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2372
2280;357;1–5;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2372
2280;2523;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2372
2280;1868;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2372
2280;2631;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2372
2280;2600;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2372
2280;651;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2372
1018;643;5–5;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2372
1018;2966;5–5;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2372
1018;357;5–5;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2372
1018;2523;5–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2372
1018;1868;5–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2372
1018;2631;5–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2372
1018;2600;5–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2372
1018;651;5–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2372
643;2966;5–5;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2372
